,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold,HasGarage,GarageYearDiff,IsRemod,RemodYearDiff,SalePrice
52,816,0,None,2,Duplex,TA,Gd,104.0,712.0,LwQ,GLQ,1.0,0.0,Gd,0.0,N,RRNn,SBrkr,0,TA,Fa,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,516.0,2.0,TA,Unf,TA,CarPort,816,0,GasA,TA,1Story,1,TA,Bnk,Mod,8472,Corner,110.0,IR2,90,RM,0.0,None,None,5,IDOTRR,0,5,5,Y,Gable,Normal,WD,0,5,816.0,106,1963,2010,1,0.0,0,0,110000
53,1842,0,None,0,1Fam,TA,Gd,1810.0,0.0,GLQ,Unf,2.0,0.0,Ex,32.0,Y,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,None,Gd,1,CBlock,0,Typ,894.0,3.0,TA,Fin,TA,Attchd,1842,1,GasA,Gd,1Story,1,Gd,Low,Gtl,50271,Inside,68.0,IR1,20,RL,0.0,None,None,11,Veenker,72,5,9,Y,Gable,Normal,WD,0,5,1842.0,857,1981,2006,1,0.0,1,6,385000
54,1360,0,None,3,1Fam,TA,No,384.0,0.0,ALQ,Unf,0.0,0.0,TA,0.0,Y,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,TA,1,CBlock,1,Min1,572.0,2.0,TA,Unf,TA,Detchd,1360,0,GasA,TA,SLvl,1,TA,Bnk,Mod,7134,Inside,60.0,Reg,80,RL,0.0,None,None,2,NAmes,50,5,5,Y,Gable,Normal,WD,0,6,384.0,0,1955,2007,1,7.0,0,0,130000
55,1425,0,None,3,1Fam,TA,No,490.0,0.0,BLQ,Unf,0.0,0.0,TA,935.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,Gd,1,CBlock,2,Typ,576.0,2.0,TA,RFn,TA,Attchd,1425,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10175,Inside,100.0,IR1,20,RL,272.0,BrkFace,None,7,NAmes,0,5,6,Y,Gable,Normal,WD,0,7,1425.0,0,1964,2008,1,0.0,0,0,180500
56,983,756,Pave,3,Twnhs,TA,No,649.0,0.0,GLQ,Unf,1.0,0.0,Gd,321.0,Y,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,None,0,PConc,2,Typ,480.0,2.0,TA,Fin,TA,Attchd,1739,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2645,Inside,24.0,Reg,160,FV,456.0,BrkFace,None,8,Somerst,0,5,8,Y,Gable,Abnorml,WD,0,7,970.0,115,1999,2009,1,0.0,1,1,172500
57,860,860,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,860.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,565.0,2.0,TA,RFn,TA,Attchd,1720,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11645,Corner,89.0,IR1,60,RL,0.0,None,None,8,CollgCr,70,5,7,Y,Gable,Normal,WD,0,7,860.0,0,2004,2006,1,0.0,0,0,196500
58,1426,1519,None,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1410.0,Y,Norm,SBrkr,37,TA,Ex,VinylSd,VinylSd,None,Gd,1,PConc,3,Typ,641.0,3.0,TA,Fin,TA,BuiltIn,2945,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,13682,CulDSac,66.0,IR2,60,RL,1031.0,BrkFace,None,10,StoneBr,0,5,10,Y,Hip,Partial,New,0,10,1410.0,192,2006,2006,1,0.0,0,0,438780
59,780,0,None,2,1Fam,TA,Av,632.0,0.0,ALQ,Unf,0.0,0.0,TA,148.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,352.0,1.0,TA,Unf,TA,Detchd,780,0,GasA,Ex,1Story,1,TA,Bnk,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,None,1,CollgCr,0,7,5,Y,Gable,Normal,WD,0,4,780.0,196,1972,2008,1,1.0,0,0,124900
60,1158,0,None,3,1Fam,TA,No,941.0,0.0,ALQ,Unf,1.0,0.0,Gd,217.0,Y,RRAe,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,1158,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13072,Inside,63.0,Reg,20,RL,0.0,None,None,5,SawyerW,50,5,6,Y,Gable,Partial,New,0,5,1158.0,0,2004,2006,1,2.0,0,0,158000
61,581,530,None,3,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,530.0,N,Norm,SBrkr,144,TA,TA,MetalSd,MetalSd,None,None,0,BrkTil,1,Typ,288.0,1.0,TA,Unf,TA,Detchd,1111,0,GasA,TA,2.5Unf,1,Fa,Lvl,Gtl,7200,Inside,60.0,Reg,75,RM,0.0,None,None,3,IDOTRR,0,7,5,N,Gable,Normal,WD,0,6,530.0,0,1920,2007,1,15.0,1,76,101000
62,1370,0,None,2,TwnhsE,Gd,Mn,24.0,0.0,GLQ,Unf,0.0,0.0,Gd,1346.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,484.0,2.0,TA,RFn,TA,Attchd,1370,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6442,Inside,44.0,IR1,120,RL,178.0,Stone,None,10,NridgHt,49,5,8,Y,Gable,Normal,WD,0,6,1370.0,120,2006,2007,1,0.0,0,0,202500
63,902,808,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,576.0,Y,RRAn,SBrkr,64,TA,TA,Stucco,Stucco,GdPrv,None,0,BrkTil,2,Typ,480.0,2.0,TA,Unf,TA,Detchd,1710,0,GasA,Gd,2Story,1,TA,Bnk,Gtl,10300,Inside,50.0,IR1,70,RM,0.0,None,None,4,OldTown,11,6,7,Y,Gable,Normal,WD,0,9,576.0,12,1921,2010,1,69.0,1,29,140000
64,1057,977,None,3,1Fam,TA,No,739.0,0.0,GLQ,Unf,1.0,0.0,Gd,318.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,None,0,PConc,2,Typ,645.0,2.0,TA,RFn,TA,Attchd,2034,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375,Inside,68.0,Reg,60,RL,573.0,BrkFace,None,2,CollgCr,36,5,7,Y,Gable,Normal,WD,0,8,1057.0,576,1997,2009,1,1.0,1,1,219500
65,1143,1330,None,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1143.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,852.0,3.0,TA,RFn,TA,BuiltIn,2473,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9591,Inside,76.0,Reg,60,RL,344.0,BrkFace,None,10,NridgHt,151,5,8,Y,Gable,Normal,WD,0,9,1143.0,192,2004,2007,1,0.0,1,1,317000
66,2207,0,None,3,1Fam,TA,Gd,912.0,0.0,GLQ,Unf,1.0,0.0,Gd,1035.0,Y,PosA,SBrkr,0,TA,TA,Plywood,Plywood,None,Gd,1,CBlock,2,Min1,576.0,2.0,TA,RFn,TA,Attchd,2207,0,GasA,TA,1Story,1,TA,Lvl,Gtl,19900,Inside,68.0,Reg,20,RL,287.0,BrkFace,None,7,NAmes,0,5,7,Y,Gable,Normal,WD,0,7,1947.0,301,1970,2010,1,0.0,1,19,180000
67,1479,0,None,3,1Fam,TA,Av,1013.0,0.0,GLQ,Unf,1.0,0.0,Gd,440.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,558.0,2.0,TA,RFn,TA,Attchd,1479,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10665,Inside,72.0,IR1,20,RL,167.0,BrkFace,None,6,CollgCr,29,5,7,Y,Gable,Normal,WD,0,7,1453.0,144,2003,2007,1,0.0,0,0,226000
68,747,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,747.0,Y,Artery,SBrkr,0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,220.0,1.0,TA,Unf,TA,Attchd,747,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4608,Corner,47.0,Reg,30,RM,0.0,None,None,6,OldTown,0,6,4,Y,Gable,Normal,WD,0,4,747.0,0,1945,2010,1,0.0,1,5,80000
69,1304,983,None,3,1Fam,TA,No,603.0,0.0,BLQ,Unf,0.0,0.0,TA,701.0,Y,Norm,SBrkr,114,TA,Gd,BrkFace,AsbShng,None,TA,1,CBlock,2,Typ,667.0,2.0,TA,Fin,TA,Attchd,2287,0,GasW,TA,1.5Fin,1,TA,Lvl,Gtl,15593,Corner,81.0,Reg,50,RL,0.0,None,None,7,ClearCr,21,4,7,Y,Gable,Normal,WD,0,7,1304.0,0,1953,2006,1,0.0,0,0,225000
70,2223,0,None,3,1Fam,TA,Gd,1880.0,0.0,ALQ,Unf,1.0,0.0,Gd,343.0,Y,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,None,Gd,2,CBlock,2,Typ,516.0,2.0,TA,Fin,TA,Attchd,2223,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13651,Inside,95.0,IR1,20,RL,1115.0,BrkFace,None,2,NAmes,0,6,7,Y,Gable,Normal,WD,0,8,2223.0,300,1973,2007,1,0.0,0,0,244000
71,845,0,None,2,1Fam,TA,No,565.0,0.0,ALQ,Unf,1.0,0.0,TA,280.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,None,0,CBlock,1,Typ,360.0,2.0,TA,Unf,TA,Detchd,845,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7599,Corner,69.0,Reg,20,RL,0.0,None,None,6,Mitchel,0,6,4,Y,Gable,Normal,WD,0,4,845.0,0,1982,2007,1,5.0,1,24,129500
72,885,833,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,832.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,427.0,2.0,TA,Fin,TA,Attchd,1718,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,10141,Corner,74.0,IR1,60,RL,40.0,BrkFace,None,12,Gilbert,94,5,7,Y,Gable,Normal,WD,291,7,832.0,0,1998,2009,1,0.0,0,0,185000
73,1086,0,None,3,1Fam,TA,No,320.0,362.0,ALQ,BLQ,1.0,0.0,TA,404.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,None,0,CBlock,1,Typ,490.0,2.0,TA,Unf,TA,Attchd,1086,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10200,Inside,85.0,Reg,20,RL,104.0,BrkFace,None,5,NAmes,0,7,5,Y,Gable,Normal,WD,0,6,1086.0,0,1954,2010,1,35.0,1,49,144900
74,840,765,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,840.0,N,Norm,SBrkr,202,Gd,Gd,VinylSd,VinylSd,None,None,0,CBlock,2,Typ,379.0,1.0,TA,Unf,TA,Detchd,1605,0,GasA,Gd,2Story,2,TA,Lvl,Gtl,5790,Corner,60.0,Reg,50,RM,0.0,None,None,5,OldTown,0,6,3,Y,Gambrel,Normal,WD,0,8,840.0,0,1915,2010,1,0.0,1,35,107400
75,526,462,None,2,Twnhs,TA,Gd,462.0,0.0,GLQ,Unf,1.0,0.0,Gd,0.0,Y,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,GdWo,None,0,CBlock,1,Typ,297.0,1.0,TA,Unf,TA,BuiltIn,988,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,1596,Inside,21.0,Reg,180,RM,0.0,None,None,11,MeadowV,101,5,4,Y,Gable,Normal,WD,0,5,462.0,120,1973,2009,1,0.0,0,0,91000
76,952,0,None,2,1Fam,TA,No,228.0,0.0,ALQ,Unf,0.0,0.0,TA,724.0,Y,Norm,FuseA,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,283.0,1.0,TA,Unf,TA,Detchd,952,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8475,Inside,68.0,IR1,20,RL,0.0,None,None,4,NAmes,0,7,4,Y,Gable,Normal,WD,0,4,952.0,0,1956,2008,1,0.0,0,0,135750
77,1072,213,None,2,1Fam,TA,No,336.0,41.0,BLQ,GLQ,1.0,0.0,TA,295.0,Y,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,None,0,CBlock,1,Min1,240.0,1.0,TA,Unf,TA,Detchd,1285,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8635,Inside,50.0,Reg,50,RM,0.0,None,None,1,BrkSide,0,5,5,Y,Gable,Normal,WD,0,6,672.0,0,1948,2008,1,0.0,1,53,127000
78,1768,0,None,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1768.0,N,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,0.0,0.0,None,None,None,None,1768,0,GasA,TA,1Story,2,TA,Lvl,Gtl,10778,Inside,72.0,Reg,90,RL,0.0,None,None,4,Sawyer,0,5,4,Y,Hip,Normal,WD,0,8,1768.0,0,1968,2010,0,0.0,0,0,136500
79,682,548,Grvl,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,440.0,Y,Norm,SBrkr,128,TA,TA,Wd Sdng,Wd Sdng,MnPrv,None,0,PConc,1,Typ,440.0,2.0,TA,Unf,TA,Detchd,1230,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,10440,Corner,60.0,Reg,50,RM,0.0,None,None,5,OldTown,0,6,5,Y,Gable,Normal,WD,0,5,440.0,74,1910,2009,1,56.0,1,71,110000
80,1182,960,None,4,1Fam,TA,No,448.0,0.0,Rec,Unf,0.0,0.0,Gd,448.0,Y,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,Gd,1,CBlock,2,Typ,509.0,1.0,TA,Fin,TA,Attchd,2142,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,13000,Corner,100.0,Reg,60,RL,576.0,BrkFace,None,6,NAmes,72,6,6,Y,Gable,Normal,WD,252,8,896.0,0,1968,2009,1,0.0,0,0,193500
81,1337,0,None,2,TwnhsE,Gd,No,1201.0,0.0,GLQ,Unf,1.0,0.0,Ex,36.0,Y,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,405.0,2.0,TA,Fin,TA,Attchd,1337,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,4500,FR2,32.0,Reg,120,RM,443.0,BrkFace,None,3,Mitchel,199,5,6,Y,Hip,Normal,WD,0,5,1237.0,0,1998,2006,1,0.0,0,0,153500
82,1563,0,None,3,1Fam,TA,No,33.0,0.0,GLQ,Unf,0.0,0.0,Gd,1530.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,758.0,3.0,TA,RFn,TA,Attchd,1563,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10206,Inside,78.0,Reg,20,RL,468.0,Stone,None,10,Somerst,99,5,8,Y,Gable,Normal,WD,0,6,1563.0,144,2007,2008,1,0.0,0,0,245000
83,1065,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1065.0,Y,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,461.0,2.0,TA,Unf,TA,Detchd,1065,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8892,Inside,80.0,IR1,20,RL,66.0,BrkCmn,None,7,NAmes,0,5,5,Y,Gable,Normal,COD,0,6,1065.0,74,1960,2007,1,14.0,0,0,126500
84,804,670,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,384.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,400.0,2.0,TA,Fin,TA,BuiltIn,1474,1,GasA,Gd,SLvl,1,TA,Lvl,Gtl,8530,Inside,68.0,IR1,80,RL,22.0,BrkFace,Shed,5,Gilbert,72,5,7,Y,Gable,Normal,WD,0,7,384.0,120,1995,2009,1,0.0,1,1,168500
85,1301,1116,None,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1288.0,Y,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,462.0,2.0,TA,Unf,TA,Attchd,2417,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16059,Corner,121.0,Reg,60,RL,284.0,BrkFace,None,4,NoRidge,82,5,8,Y,Hip,Normal,WD,0,9,1288.0,127,1991,2006,1,0.0,1,1,260000
86,684,876,None,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,684.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,400.0,2.0,TA,Fin,TA,BuiltIn,1560,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11911,Inside,122.0,IR2,60,RL,0.0,None,None,3,Gilbert,38,5,6,Y,Gable,Normal,WD,0,6,684.0,100,2005,2009,1,0.0,0,0,174000
87,612,612,Pave,2,TwnhsE,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,612.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,528.0,2.0,TA,RFn,TA,Detchd,1224,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3951,Corner,40.0,Reg,160,FV,76.0,Stone,None,6,Somerst,234,5,6,Y,Gable,Partial,New,0,4,612.0,0,2009,2009,1,0.0,0,0,164500
88,1013,0,None,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1013.0,N,Feedr,SBrkr,156,Fa,Fa,Plywood,Plywood,MnPrv,None,0,CBlock,1,Typ,0.0,0.0,None,None,None,None,1526,0,GasA,TA,1.5Fin,1,Fa,Lvl,Gtl,8470,Corner,105.0,IR1,50,C (all),0.0,None,None,10,IDOTRR,0,2,3,N,Hip,Abnorml,ConLD,0,6,1013.0,0,1915,2009,0,0.0,1,67,85000
89,990,0,None,3,1Fam,TA,No,588.0,0.0,GLQ,Unf,1.0,0.0,Gd,402.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,0.0,0.0,None,None,None,None,990,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8070,Inside,60.0,Reg,20,RL,0.0,None,None,8,CollgCr,0,5,4,Y,Gable,Normal,WD,0,5,990.0,0,1994,2007,0,0.0,1,1,123600
90,1040,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,0.0,Y,Norm,FuseA,0,TA,TA,BrkFace,Wd Sdng,None,None,0,Slab,1,Typ,420.0,2.0,TA,Unf,TA,Detchd,1040,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,20,RL,0.0,None,None,7,NAmes,29,5,4,Y,Gable,Normal,WD,0,4,0.0,0,1950,2006,1,0.0,0,0,109900
91,1235,0,None,2,1Fam,TA,No,600.0,0.0,Rec,Unf,0.0,0.0,TA,635.0,Y,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,None,0,CBlock,1,Typ,480.0,2.0,TA,Unf,TA,Attchd,1235,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8500,Inside,85.0,Reg,20,RL,203.0,BrkCmn,None,12,NAmes,0,3,5,Y,Hip,Abnorml,WD,0,6,1235.0,0,1961,2006,1,0.0,0,0,98600
92,964,0,Grvl,2,1Fam,TA,No,713.0,0.0,ALQ,Unf,1.0,0.0,Gd,163.0,Y,Norm,SBrkr,44,Gd,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,432.0,2.0,TA,Unf,TA,Detchd,964,0,GasA,Ex,1Story,1,TA,HLS,Gtl,13360,Inside,80.0,IR1,30,RL,0.0,None,None,8,Crawfor,0,7,5,Y,Gable,Normal,WD,0,5,876.0,0,1921,2009,1,0.0,1,85,163500
93,1260,1031,None,4,2fmCon,Fa,Mn,1046.0,0.0,Rec,Unf,0.0,1.0,TA,168.0,N,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,1,BrkTil,2,Typ,506.0,2.0,TA,Unf,TA,Detchd,2291,0,GasW,Ex,2.5Unf,2,TA,Lvl,Gtl,7200,Corner,60.0,Reg,190,C (all),0.0,None,None,11,OldTown,0,6,6,Y,Hip,Normal,WD,99,9,1214.0,0,1910,2007,1,0.0,1,88,133900
94,905,881,None,3,1Fam,TA,No,648.0,0.0,GLQ,Unf,1.0,0.0,Gd,176.0,Y,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,684.0,2.0,TA,RFn,TA,Attchd,1786,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9337,Inside,69.0,IR1,60,RL,0.0,None,None,5,CollgCr,162,5,6,Y,Gable,Normal,WD,0,7,824.0,0,1997,2007,1,0.0,0,0,204750
95,680,790,None,3,1Fam,Gd,No,310.0,0.0,ALQ,Unf,0.0,0.0,Gd,370.0,Y,Norm,SBrkr,0,Gd,Ex,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,420.0,2.0,TA,Fin,TA,BuiltIn,1470,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9765,Corner,68.0,IR2,60,RL,68.0,BrkFace,Shed,4,Gilbert,63,8,6,Y,Gable,Normal,WD,0,6,680.0,232,1993,2009,1,0.0,0,0,185000
96,1588,0,None,3,1Fam,TA,Av,1162.0,0.0,ALQ,Unf,0.0,0.0,Gd,426.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,472.0,2.0,TA,RFn,TA,Attchd,1588,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10264,Inside,78.0,IR1,20,RL,183.0,BrkFace,None,8,CollgCr,29,5,7,Y,Gable,Normal,WD,0,6,1588.0,158,1999,2006,1,0.0,0,0,214000
97,960,0,None,3,1Fam,TA,No,520.0,0.0,Rec,Unf,1.0,0.0,TA,440.0,Y,Norm,FuseF,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,432.0,1.0,TA,Fin,TA,Attchd,960,0,GasA,TA,1Story,1,TA,HLS,Gtl,10921,Inside,73.0,Reg,20,RL,48.0,BrkFace,None,5,Edwards,0,5,4,P,Hip,Normal,WD,0,6,960.0,120,1965,2007,1,0.0,0,0,94750
98,835,0,None,2,1Fam,TA,No,108.0,0.0,ALQ,Unf,0.0,0.0,TA,350.0,N,Norm,SBrkr,77,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,366.0,1.0,TA,Unf,Fa,Basment,835,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,10625,Corner,85.0,Reg,30,RL,0.0,None,Shed,5,Edwards,0,5,5,Y,Gable,Abnorml,COD,0,5,458.0,0,1920,2010,1,0.0,1,30,83000
99,1225,0,None,3,1Fam,TA,No,569.0,0.0,ALQ,Unf,1.0,0.0,TA,381.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,CBlock,1,Typ,0.0,0.0,None,None,None,None,1225,1,GasA,Fa,1Story,1,TA,Lvl,Gtl,9320,Inside,77.0,IR1,20,RL,0.0,None,Shed,1,NAmes,0,5,4,Y,Gable,Normal,WD,0,6,950.0,352,1959,2010,0,0.0,0,0,128950
100,1610,0,None,3,1Fam,TA,Mn,1200.0,0.0,ALQ,Unf,1.0,0.0,TA,410.0,Y,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,PConc,2,Typ,480.0,2.0,TA,RFn,TA,Attchd,1610,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10603,Inside,68.0,IR1,20,RL,28.0,BrkFace,None,2,NWAmes,68,7,6,Y,Gable,Normal,WD,0,6,1610.0,168,1977,2010,1,0.0,1,24,205000
101,977,755,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,741.0,Y,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,476.0,2.0,TA,Fin,TA,Attchd,1732,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,9206,Inside,77.0,Reg,60,RL,336.0,BrkFace,None,6,SawyerW,46,5,6,Y,Gable,Normal,WD,0,7,741.0,192,1985,2010,1,0.0,0,0,178000
102,1535,0,None,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,0.0,Y,Norm,SBrkr,0,Fa,TA,HdBoard,HdBoard,None,None,0,Slab,2,Typ,410.0,2.0,TA,Unf,TA,Attchd,1535,0,GasA,TA,1Story,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,90,RL,0.0,None,None,6,SawyerW,0,5,5,Y,Gable,Alloca,WD,0,8,0.0,0,1979,2009,1,0.0,0,0,118964
103,1226,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1226.0,Y,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,740.0,3.0,TA,RFn,TA,Attchd,1226,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10402,Corner,94.0,IR1,20,RL,0.0,None,None,5,CollgCr,36,5,7,Y,Gable,Normal,WD,0,6,1226.0,0,2009,2010,1,0.0,0,0,198900
104,1226,592,None,4,1Fam,TA,No,224.0,0.0,LwQ,Unf,0.0,0.0,TA,816.0,Y,Norm,FuseF,0,Fa,TA,Stucco,Stucco,None,TA,2,PConc,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1818,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,7758,Corner,68.0,Reg,50,RM,600.0,BrkFace,None,6,IDOTRR,0,4,7,Y,Gable,Normal,WD,184,7,1040.0,0,1931,2007,1,20.0,1,19,169500
105,1053,939,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1053.0,Y,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,648.0,2.0,TA,RFn,TA,Attchd,1992,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375,Inside,75.0,Reg,60,FV,768.0,BrkFace,None,8,Somerst,45,5,8,Y,Hip,Normal,WD,0,9,1053.0,140,2003,2008,1,0.0,1,1,250000
